brand,product_links
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/ultra-repair-cream-intense-hydration-P248407?skuId=1217744&icid2=products grid:p248407:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/kp-bump-eraser-body-scrub-with-10-aha-P444989?skuId=2233245&icid2=products grid:p444989:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/first-aid-beauty-ingrown-hair-pads-with-bha-aha-P479320?skuId=2530871&icid2=products grid:p479320:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/first-aid-beauty-ultra-repair-firming-collagen-cream-with-peptides-niacinamide-P468821?skuId=2417269&icid2=products grid:p468821:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/face-cleanser-P248404?skuId=1217710&icid2=products grid:p248404:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/first-aid-beauty-hydrating-eye-cream-with-hyaluronic-acid-P479840?skuId=2530889&icid2=products grid:p479840:product']"
"first-aid-beauty
","['First Aid Beauty', 'https://www.sephora.com/product/facial-radiance-pads-P278317?skuId=1309608&icid2=products grid:p278317:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/viktor-rolf-flowerbomb-ruby-orchid-eau-de-parfum-P479358?skuId=2480564&icid2=products grid:p479358:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/flowerbomb-P255506?skuId=1377159&icid2=products grid:p255506:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/bonbon-P397836?skuId=1619964&icid2=products grid:p397836:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/flowerbomb-nectar-P429082?skuId=2042984&icid2=products grid:p429082:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/viktor-rolf-flowerbomb-mini-perfume-trio-set-P461553?skuId=2498509&icid2=products grid:p461553:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/flowerbomb-travel-duo-P261810?skuId=1255447&icid2=products grid:p261810:product']"
"viktor-rolf
","['Viktor&Rolf', 'https://www.sephora.com/product/viktor-rolf-flowerbomb-dew-eau-de-parfum-P456555?skuId=2316321&icid2=products grid:p456555:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/chloe-eau-de-parfum-P256308?skuId=1239813&icid2=products grid:p256308:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/chloe-chloe-signature-perfume-travel-set-P477396?skuId=2477107&icid2=products grid:p477396:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/roses-de-chloe-P384710?skuId=1580448&icid2=products grid:p384710:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/nomade-eau-de-parfum-P428451?skuId=2037471&icid2=products grid:p428451:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/love-story-P393664?skuId=1659390&icid2=products grid:p393664:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/chloe-l-eau-P449749?skuId=2249241&icid2=products grid:p449749:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/love-story-eau-de-toilette-P405815?skuId=1804129&icid2=products grid:p405815:product']"
"chloe
","['Chloé', 'https://www.sephora.com/product/love-story-eau-sensuelle-P419112?skuId=1912260&icid2=products grid:p419112:product']"
"coach
","['COACH', 'https://www.sephora.com/product/coach-dreams-eau-de-parfum-P470017?skuId=2410405&icid2=products grid:p470017:product']"
"coach
","['COACH', 'https://www.sephora.com/product/coach-dreams-eau-de-parfum-travel-spray-P470018?skuId=2410413&icid2=products grid:p470018:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/buxom-full-on-lip-polish-P174213?skuId=1589837&icid2=products grid:p174213:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/buxom-full-on-lip-cream-P305132?skuId=1668995&icid2=products grid:p305132:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/buxom-plump-shot-trade-collagen-infused-lip-serum-P471224?skuId=2435147&icid2=products grid:p471224:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/wanderlust-primer-infused-blush-P440021?skuId=2177186&icid2=products grid:p440021:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/powerplump-lip-balm-P420163?skuId=1959121&icid2=products grid:p420163:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/buxom-mile-high-must-haves-lip-lash-kit-P462636?skuId=2384303&icid2=products grid:p462636:product']"
"buxom
","['Buxom', 'https://www.sephora.com/product/buxom-lash-mascara-P228204?skuId=1143486&icid2=products grid:p228204:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-unseen-sunscreen-spf-40-P454380?skuId=2315935&icid2=products grid:p454380:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-daily-dose-hydra-ceramide-boost-spf-40-P479351?skuId=2535359&icid2=products grid:p479351:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-spf-bestsellers-starter-kit-P480193?skuId=2535375&icid2=products grid:p480193:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-glowscreen-sunscreen-spf-40-P456218?skuId=2315158&icid2=products grid:p456218:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-play-everyday-lotion-spf-50-with-sunflower-extract-P454383?skuId=2329191&icid2=products grid:p454383:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-re-setting-100-mineral-powder-spf-35-pa-P467976?skuId=2421600&icid2=products grid:p467976:product']"
"supergoop
","['Supergoop!', 'https://www.sephora.com/product/supergoop-mineral-sheerscreen-spf-30-pa-P470057?skuId=2445419&icid2=products grid:p470057:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/hairdresser-s-invisible-oil-primer-P386464?skuId=1602960&icid2=products grid:p386464:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/hairdresser-s-invisible-oil-P375391?skuId=1438019&icid2=products grid:p375391:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/bumble-bumble-hio-ultra-rich-serum-P475914?skuId=2500288&icid2=products grid:p475914:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/hairdresser-s-invisible-oil-conditioner-P386462?skuId=1602952&icid2=products grid:p386462:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/bumble-bumble-hairdresser-s-invisible-oil-72-hour-hydrating-hair-mask-P461139?skuId=2382299&icid2=products grid:p461139:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/bumble-bumble-hio-ultra-rich-conditioner-P476041?skuId=2500270&icid2=products grid:p476041:product']"
"bumble-bumble
","['Bumble and bumble', 'https://www.sephora.com/product/bumble-bumble-hio-ultra-rich-shampoo-P475913?skuId=2500262&icid2=products grid:p475913:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-brilliant-teeth-whitening-device-P281835?skuId=2263507&icid2=products grid:p281835:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-science-afterglo-daily-smile-boost-gum-alternative-P477376?skuId=2487015&icid2=products grid:p477376:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-pop-3-day-teeth-whitening-treatment-P404465?skuId=2263523&icid2=products grid:p404465:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-brilliant-teeth-whitening-device-refills-P399755?skuId=2263515&icid2=products grid:p399755:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-science-glo-to-go-teeth-whitening-pen-P472467?skuId=2460285&icid2=products grid:p472467:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-pop-10-day-teeth-whitening-treatment-P395389?skuId=2234599&icid2=products grid:p395389:product']"
"glo-science
","['GLO Science', 'https://www.sephora.com/product/glo-brilliant-whitening-device-mouthpiece-and-case-P281837?skuId=1283563&icid2=products grid:p281837:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/alterna-holiday-moisture-P476476?skuId=2529956&icid2=products grid:p476476:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/caviar-anti-aging-replenishing-moisture-shampoo-P269705?skuId=1415785&icid2=products grid:p269705:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/alterna-clinical-densifying-shampoo-P463601?skuId=2402436&icid2=products grid:p463601:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/caviar-anti-aging-r-multiplying-volume-trial-kit-P436724?skuId=2143584&icid2=products grid:p436724:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/alterna-my-hair-my-canvas-me-time-every-day-shampoo-P476827?skuId=2501963&icid2=products grid:p476827:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/caviar-anti-aging-anti-frizz-shampoo-P428074?skuId=2140408&icid2=products grid:p428074:product']"
"alterna
","['ALTERNA Haircare', 'https://www.sephora.com/product/alterna-holiday-bond-repair-duo-s-c-8-5oz-P476474?skuId=2529949&icid2=products grid:p476474:product']"
"duo
","['DUO', 'https://www.sephora.com/product/brush-on-adhesive-P387891?skuId=1633106&icid2=products grid:p387891:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/trinity-facial-toning-device-P383183?skuId=1572270&icid2=products grid:p383183:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/nuface-nuface-hydrating-aqua-gel-P474968?skuId=2495604&icid2=products grid:p474968:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/mini-facial-toning-device-P387138?skuId=1628601&icid2=products grid:p387138:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/nuface-fix-r-line-smoothing-device-P481138?skuId=2560308&icid2=products grid:p481138:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/nuface-nuface-firming-brightening-silk-creme-P474967?skuId=2495596&icid2=products grid:p474967:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/eye-lip-enhancer-attachment-P384046?skuId=1572338&icid2=products grid:p384046:product']"
"nuface
","['NuFACE', 'https://www.sephora.com/product/nubody-skin-toning-device-P428005?skuId=2026052&icid2=products grid:p428005:product']"
"amika
","['amika', 'https://www.sephora.com/product/perk-up-dry-shampoo-P393281?skuId=2035046&icid2=products grid:p393281:product']"
"amika
","['amika', 'https://www.sephora.com/product/nourishing-mask-P404916?skuId=2035079&icid2=products grid:p404916:product']"
"amika
","['amika', 'https://www.sephora.com/product/reset-pink-charcoal-scalp-cleansing-oil-P433832?skuId=2126332&icid2=products grid:p433832:product']"
"amika
","['amika', 'https://www.sephora.com/product/amika-the-kure-shampoo-P468626?skuId=2431674&icid2=products grid:p468626:product']"
"amika
","['amika', 'https://www.sephora.com/product/the-wizard-multi-benefit-primer-P404914?skuId=2035129&icid2=products grid:p404914:product']"
"amika
","['amika', 'https://www.sephora.com/product/amika-the-kure-conditioner-P468627?skuId=2431682&icid2=products grid:p468627:product']"
"amika
","['amika', 'https://www.sephora.com/product/bombshell-blowout-spray-P404915?skuId=2034940&icid2=products grid:p404915:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-power-move-hydrating-soft-matte-lipstick-P473170?skuId=2253615&icid2=products grid:p473170:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/outburst-longwear-lip-stain-P443746?skuId=2224087&icid2=products grid:p443746:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-power-move-creamy-matte-lip-crayon-vegan-P454746?skuId=2303832&icid2=products grid:p454746:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-changemaker-supercharged-micellar-foundation-vegan-P454740?skuId=2253086&icid2=products grid:p454740:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-changemaker-flexible-coverage-pressed-powder-vegan-P454739?skuId=2252989&icid2=products grid:p454739:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-changemaker-skin-optimizing-primer-vegan-P454741?skuId=2259653&icid2=products grid:p454741:product']"
"bite-beauty
","['Bite Beauty', 'https://www.sephora.com/product/bite-beauty-line-define-lip-primer-P455576?skuId=2328326&icid2=products grid:p455576:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/cicapair-tiger-grass-color-correcting-treatment-spf-30-P411540?skuId=1855709&icid2=products grid:p411540:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/ceramidin-tm-cream-P434363?skuId=2077840&icid2=products grid:p434363:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/cicapair-tiger-grass-camo-drops-P429250?skuId=2450856&icid2=products grid:p429250:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/dr-jart-cryo-rubber-masks-P457008?skuId=2344513&icid2=products grid:p457008:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/cicapair-tiger-grass-cream-P411539?skuId=2267813&icid2=products grid:p411539:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/cicapair-tiger-grass-calming-gel-cream-P448185?skuId=2267821&icid2=products grid:p448185:product']"
"dr-jart
","['Dr. Jart+', 'https://www.sephora.com/product/ceramidin-tm-liquid-P434364?skuId=2077832&icid2=products grid:p434364:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/algenist-triple-algae-eye-renewal-balm-with-multi-peptide-complex-P467602?skuId=2425205&icid2=products grid:p467602:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/genius-sleeping-collagen-P439055?skuId=2170827&icid2=products grid:p439055:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/algenist-blue-algae-vitamin-c-skinclarity-brightening-serum-P474809?skuId=2456465&icid2=products grid:p474809:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/algenist-blue-algae-vitamin-c-dark-spot-correcting-peel-P457694?skuId=2338309&icid2=products grid:p457694:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/algenist-algae-niacinamide-moisture-veil-P471000?skuId=2456457&icid2=products grid:p471000:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537?skuId=1582477&icid2=products grid:p384537:product']"
"algenist
","['Algenist', 'https://www.sephora.com/product/algenist-genius-collagen-calming-relief-P453818?skuId=2282408&icid2=products grid:p453818:product']"
"berdoues
","['BERDOUES', 'https://www.sephora.com/product/azur-riviera-P445958?skuId=2171908&icid2=products grid:p445958:product']"
"berdoues
","['BERDOUES', 'https://www.sephora.com/product/selva-do-brazil-P418119?skuId=1942929&icid2=products grid:p418119:product']"
"berdoues
","['BERDOUES', 'https://www.sephora.com/product/oud-al-sahraa-P418117?skuId=1942945&icid2=products grid:p418117:product']"
"berdoues
","['BERDOUES', 'https://www.sephora.com/product/vanira-moorea-P418114?skuId=1942978&icid2=products grid:p418114:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nails-inc-choose-plant-nail-polish-duo-P471789?skuId=2416774&icid2=products grid:p471789:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nails-inc-naked-in-neon-nail-polish-set-P457823?skuId=2345759&icid2=products grid:p457823:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nails-inc-nails-inc-mani-must-haves-P460629?skuId=2376556&icid2=products grid:p460629:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nail-polish-P388615?skuId=2061893&icid2=products grid:p388615:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/unicorn-nail-polish-duo-P419467?skuId=1944297&icid2=products grid:p419467:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nails-inc-freshly-juiced-nail-polish-duo-P458939?skuId=2349694&icid2=products grid:p458939:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nailkale-superfood-base-coat-P388616?skuId=1634310&icid2=products grid:p388616:product']"
"nails-inc
","['NAILS INC.', 'https://www.sephora.com/product/nails-inc-nailkale-superfood-base-coat-P460418?skuId=2376788&icid2=products grid:p460418:product']"
"koh-gen-do
","['Koh Gen Do', 'https://www.sephora.com/product/aqua-foundation-P431509?skuId=2082659&icid2=products grid:p431509:product']"
"koh-gen-do
","['Koh Gen Do', 'https://www.sephora.com/product/aqua-foundation-P294006?skuId=1358100&icid2=products grid:p294006:product']"
"koh-gen-do
","['Koh Gen Do', 'https://www.sephora.com/product/natural-lighting-powder-P294016?skuId=1358282&icid2=products grid:p294016:product']"
"koh-gen-do
","['Koh Gen Do', 'https://www.sephora.com/product/cleansing-spa-water-P294007?skuId=2082535&icid2=products grid:p294007:product']"
"koh-gen-do
","['Koh Gen Do', 'https://www.sephora.com/product/cleansing-spa-water-cloths-P294018?skuId=1361096&icid2=products grid:p294018:product']"
"jimmy-choo
","['JIMMY CHOO', 'https://www.sephora.com/product/man-P393754?skuId=1694884&icid2=products grid:p393754:product']"
"jimmy-choo
","['JIMMY CHOO', 'https://www.sephora.com/product/man-blue-P434514?skuId=2098093&icid2=products grid:p434514:product']"
"jimmy-choo
","['JIMMY CHOO', 'https://www.sephora.com/product/urban-hero-eau-de-parfum-P450176?skuId=2264893&icid2=products grid:p450176:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/the-dewy-skin-cream-P441101?skuId=2181006&icid2=products grid:p441101:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/tatcha-tatcha-mini-favorites-P480631?skuId=2556439&icid2=products grid:p480631:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/tatcha-the-rice-wash-skin-softening-cleanser-P461537?skuId=2382232&icid2=products grid:p461537:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/the-water-cream-P418218?skuId=1932920&icid2=products grid:p418218:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/the-deep-cleanse-P427536?skuId=2468916&icid2=products grid:p427536:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/tatcha-indigo-overnight-repair-P474377?skuId=2489755&icid2=products grid:p474377:product']"
"tatcha
","['Tatcha', 'https://www.sephora.com/product/the-essence-plumping-skin-softener-P415771?skuId=2468700&icid2=products grid:p415771:product']"
"omorovicza
","['Omorovicza', 'https://www.sephora.com/product/complexion-perfector-P433959?skuId=2122612&icid2=products grid:p433959:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/astrolights-eyeshadow-palette-P435728?skuId=2115327&icid2=products grid:p435728:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/ciate-dewy-lip-cheek-multi-use-gloss-tint-P457464?skuId=2337335&icid2=products grid:p457464:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/pretty-stix-murumuru-butter-lipstick-P409067?skuId=1830314&icid2=products grid:p409067:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/watermelon-burst-hydrating-lip-oil-P446307?skuId=2204238&icid2=products grid:p446307:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/wonderwand-gel-kohl-eyeliner-pencil-P411548?skuId=1840537&icid2=products grid:p411548:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/glitter-flip-P422513?skuId=1972249&icid2=products grid:p422513:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/dewy-stix-luminous-highlighting-balm-P417001?skuId=1972272&icid2=products grid:p417001:product']"
"ciate
","['Ciaté London', 'https://www.sephora.com/product/ciate-smiley-palette-P461150?skuId=2375731&icid2=products grid:p461150:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/good-genes-all-in-one-lactic-acid-treatment-P309308?skuId=1887298&icid2=products grid:p309308:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/sunday-riley-5-stars-retinoid-niacinamide-eye-serum-P476414?skuId=2479822&icid2=products grid:p476414:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/luna-sleeping-night-oil-P393718?skuId=1681881&icid2=products grid:p393718:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/sunday-riley-morning-buzz-brightening-serum-duo-P477795?skuId=2530301&icid2=products grid:p477795:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/u-f-o-ultra-clarifying-face-oil-P410400?skuId=1842251&icid2=products grid:p410400:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/sunday-riley-go-to-bed-with-me-evening-routine-kit-P463966?skuId=2386803&icid2=products grid:p463966:product']"
"sunday-riley
","['Sunday Riley', 'https://www.sephora.com/product/juno-hydroactive-cellular-face-oil-P309306?skuId=1418607&icid2=products grid:p309306:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/atelier-cologne-lemon-island-pure-perfume-P466653?skuId=2408615&icid2=products grid:p466653:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/clementine-california-P410197?skuId=1900455&icid2=products grid:p410197:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/vanille-insensee-cologne-absolue-P375819?skuId=1447820&icid2=products grid:p375819:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/orange-sanguine-cologne-absolue-P375817?skuId=1447770&icid2=products grid:p375817:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/polemo-paradise-P392805?skuId=1684968&icid2=products grid:p392805:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/cedre-atlas-P394141?skuId=1990803&icid2=products grid:p394141:product']"
"atelier-cologne
","['Atelier Cologne', 'https://www.sephora.com/product/rose-anonyme-cologne-absolue-P376523?skuId=1499193&icid2=products grid:p376523:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/facial-treatment-essence-P375849?skuId=1850346&icid2=products grid:p375849:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/pitera-first-experience-kit-P447773?skuId=2230795&icid2=products grid:p447773:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/facial-treatment-mask-P375852?skuId=1448463&icid2=products grid:p375852:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/genoptics-aura-essence-P410756?skuId=1863208&icid2=products grid:p410756:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/sk-ii-pitera-rna-power-set-P468412?skuId=2437606&icid2=products grid:p468412:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/facial-treatment-clear-lotion-P375853?skuId=1850338&icid2=products grid:p375853:product']"
"sk-ii
","['SK-II', 'https://www.sephora.com/product/sk-ii-skinpower-cream-P468411?skuId=2437580&icid2=products grid:p468411:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/double-wear-stay-in-place-makeup-P378284?skuId=2112167&icid2=products grid:p378284:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-advanced-night-repair-synchronized-multi-recovery-complex-P461159?skuId=2379683&icid2=products grid:p461159:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-revitalizing-supreme-youth-power-creme-moisturizer-P479839?skuId=2532232&icid2=products grid:p479839:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-futurist-hydrating-rescue-moisturizing-foundation-spf-45-P454063?skuId=2422863&icid2=products grid:p454063:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-double-wear-sheer-long-wear-makeup-spf-19-P475536?skuId=2479350&icid2=products grid:p475536:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-nighttime-necessities-repair-firm-hydrate-P479317?skuId=2527349&icid2=products grid:p479317:product']"
"estee-lauder
","['Estée Lauder', 'https://www.sephora.com/product/estee-lauder-advanced-night-repair-synchronized-multi-recovery-complex-in-red-bottle-P480299?skuId=2532968&icid2=products grid:p480299:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/super-mud-clearing-treatment-P376409?skuId=1901230&icid2=products grid:p376409:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/glamglow-supersmooth-acne-clearing-mask-to-scrub-P480167?skuId=2534709&icid2=products grid:p480167:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/thirstymud-tm-hydrating-treatment-P384782?skuId=1582725&icid2=products grid:p384782:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/youthmud-tinglexfoliate-treatment-mask-P448190?skuId=2240968&icid2=products grid:p448190:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/glamglow-brightmud-dual-exfoliation-treatment-P471028?skuId=2453553&icid2=products grid:p471028:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/berryglow-probiotic-recovery-face-mask-P446105?skuId=2240992&icid2=products grid:p446105:product']"
"glamglow
","['GLAMGLOW', 'https://www.sephora.com/product/bubblesheet-oxygenating-deep-cleanse-mask-P421766?skuId=1993021&icid2=products grid:p421766:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/castor-moringa-softening-serum-P398120?skuId=1730969&icid2=products grid:p398120:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/amla-olive-heavy-cream-P398114?skuId=1722081&icid2=products grid:p398114:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/castor-amla-nourishing-pomade-P431536?skuId=2082808&icid2=products grid:p431536:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/burdock-root-butter-cream-P398119?skuId=1730951&icid2=products grid:p398119:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/olive-honey-hydrating-balm-P398116?skuId=2154995&icid2=products grid:p398116:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/aethiopika-hydrate-twist-butter-P398115?skuId=1722255&icid2=products grid:p398115:product']"
"qhemet-biologics
","['Qhemet Biologics', 'https://www.sephora.com/product/egyptian-wheatgrass-cleansing-tea-P398117?skuId=1730977&icid2=products grid:p398117:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/huda-beauty-mercury-retrograde-eyeshadow-palette-P8626377814?skuId=2282614&icid2=products grid:p8626377814:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/nude-obsessions-eyeshadow-palette-P450887?skuId=2288090&icid2=products grid:p450887:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/huda-beauty-naughty-nude-eyeshadow-palette-P463061?skuId=2396844&icid2=products grid:p463061:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/huda-beauty-brown-obsessions-eyeshadow-palette-P469817?skuId=2419588&icid2=products grid:p469817:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/huda-beauty-rose-quartz-eyeshadow-palette-P477474?skuId=2492023&icid2=products grid:p477474:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/obsessions-eyeshadow-palette-P425909?skuId=2137271&icid2=products grid:p425909:product']"
"huda-beauty
","['HUDA BEAUTY', 'https://www.sephora.com/product/huda-beauty-lunar-new-year-obsessions-eyeshadow-palette-P479963?skuId=2554459&icid2=products grid:p479963:product']"
"reverie
","['Reverie', 'https://www.sephora.com/product/milk-anti-frizz-leave-in-nourishing-treatment-P398751?skuId=1737238&icid2=products grid:p398751:product']"
"reverie
","['Reverie', 'https://www.sephora.com/product/cake-restorative-scalp-tonic-P398753?skuId=1737220&icid2=products grid:p398753:product']"
